drug1,drug2,drug_pair,total_reports,serious_reports,death_reports,hosp_reports,severity_score,death_score,hosp_score,top_reactions,severity,label,source
metoprolol,synthroid,metoprolol + synthroid,5,9,0,1,1.8,0.0,0.2,fatigue|somnolence|trismus|hypothyroidism|night sweats,MODERATE,1,FDA FAERS
colchicine,furosemide,colchicine + furosemide,5,6,0,3,1.2,0.0,0.6,thrombocytopenia|petechiae|weight increased|oedema peripheral|fluid retention,MODERATE,1,FDA FAERS
amlodipine,metoprolol,amlodipine + metoprolol,5,8,0,1,1.6,0.0,0.2,malaise|nausea|haemoglobin decreased|headache|posterior reversible encephalopathy syndrome,MODERATE,1,FDA FAERS
dronedarone,furosemide,dronedarone + furosemide,5,5,0,5,1.0,0.0,1.0,drug interaction|gastrointestinal haemorrhage|gingival bleeding|haemorrhage|haematochezia,MODERATE,1,FDA FAERS
methotrexate,omeprazole,methotrexate + omeprazole,5,5,0,3,1.0,0.0,0.6,pneumonia|hyponatraemia|dyspnoea|pyrexia|pancreatitis,MODERATE,1,FDA FAERS
atorvastatin,simvastatin,atorvastatin + simvastatin,5,5,0,0,1.0,0.0,0.0,type 2 diabetes mellitus|diabetic dermopathy|impaired gastric emptying,MODERATE,1,FDA FAERS
gabapentin,omeprazole,gabapentin + omeprazole,5,10,0,0,2.0,0.0,0.0,unevaluable event|nausea|fatigue|feeling abnormal|pneumonia,MODERATE,1,FDA FAERS
depakote,lithium,depakote + lithium,5,9,0,1,1.8,0.0,0.2,drug ineffective|fear|diarrhoea|activities of daily living impaired|crying,MODERATE,1,FDA FAERS
dabigatran,furosemide,dabigatran + furosemide,5,5,0,5,1.0,0.0,1.0,drug interaction|gastrointestinal haemorrhage|gingival bleeding|haemorrhage|haematochezia,MODERATE,1,FDA FAERS
albuterol,spiriva,albuterol + spiriva,5,9,0,1,1.8,0.0,0.2,product quality issue|dyspnoea|exercise tolerance decreased|tremor|hypoaesthesia,MODERATE,1,FDA FAERS
fluoxetine,omeprazole,fluoxetine + omeprazole,5,6,1,2,1.2,0.2,0.4,dyspnoea|abdominal pain|pain|tuberculosis of central nervous system|ovarian germ cell cancer stage ii,MODERATE,1,FDA FAERS
byetta,victoza,byetta + victoza,5,5,4,2,1.0,0.8,0.4,pancreatic carcinoma|thyroid cancer,MODERATE,1,FDA FAERS
jakafi,nexium,jakafi + nexium,5,8,0,1,1.6,0.0,0.2,platelet count decreased|blood count abnormal|stomatitis|dysgeusia|asthenia,MODERATE,1,FDA FAERS
omeprazole,paracetamol,omeprazole + paracetamol,5,5,0,2,1.0,0.0,0.4,pyrexia|breast cancer|drug interaction|bone marrow failure|neutropenia,MODERATE,1,FDA FAERS
clonazepam,prednisone,clonazepam + prednisone,5,6,1,3,1.2,0.2,0.6,dyspnoea|fall|tuberculosis of central nervous system|chronic obstructive pulmonary disease|emphysema,MODERATE,1,FDA FAERS
diltiazem,omeprazole,diltiazem + omeprazole,5,7,1,2,1.4,0.2,0.4,diarrhoea|pneumonia|unevaluable event|asthenia|blood count abnormal,MODERATE,1,FDA FAERS
januvia,metformin,januvia + metformin,5,7,1,0,1.4,0.2,0.0,osteomyelitis|weight increased|thrombotic microangiopathy|renal impairment|hepatic failure,MODERATE,1,FDA FAERS
aspirin,nexium,aspirin + nexium,5,7,1,0,1.4,0.2,0.0,back pain|platelet count decreased|blood count abnormal|asthenia|dyspnoea,MODERATE,1,FDA FAERS
epoprostenol,revatio,epoprostenol + revatio,5,10,0,0,2.0,0.0,0.0,headache|nasopharyngitis|arthralgia|pain in jaw|decreased appetite,MODERATE,1,FDA FAERS
aspirin,prednisone,aspirin + prednisone,5,7,0,2,1.4,0.0,0.4,blood count abnormal|platelet count decreased|skin discolouration|rash|dyspnoea,MODERATE,1,FDA FAERS
ibuprofen,paracetamol,ibuprofen + paracetamol,5,6,0,2,1.2,0.0,0.4,haemoptysis|pulmonary haemorrhage|breast cancer|drug interaction|urinary retention,MODERATE,1,FDA FAERS
furosemide,lantus,furosemide + lantus,5,5,0,4,1.0,0.0,0.8,thrombocytopenia|petechiae|oedema peripheral|fluid retention|intra-abdominal haematoma,MODERATE,1,FDA FAERS
aspirin,synthroid,aspirin + synthroid,5,7,1,2,1.4,0.2,0.4,haemoglobin decreased|rash|dyspnoea|malaise|nausea,MODERATE,1,FDA FAERS
levothyroxine,lisinopril,levothyroxine + lisinopril,4,6,0,2,1.5,0.0,0.5,influenza|pneumonia|dehydration|hepatic enzyme increased|palmar-plantar erythrodysaesthesia syndrome,LOW,0,FDA FAERS
celebrex,lyrica,celebrex + lyrica,4,7,0,0,1.75,0.0,0.0,swelling|local swelling|drug hypersensitivity|chest pain|musculoskeletal pain,LOW,0,FDA FAERS
pegasys,victrelis,pegasys + victrelis,4,4,0,1,1.0,0.0,0.25,drug interaction|pancytopenia|asthenia|rash pruritic|hepatitis c rna increased,LOW,0,FDA FAERS
aspirin,bendroflumethiazide,aspirin + bendroflumethiazide,4,4,0,0,1.0,0.0,0.0,cerebrovascular accident|weight increased|withdrawal syndrome|weight decreased|transaminases increased,LOW,0,FDA FAERS
levothyroxine,sertraline,levothyroxine + sertraline,4,6,0,2,1.5,0.0,0.5,ocular hyperaemia|eye pain|dry eye|chest discomfort|hypertension,LOW,0,FDA FAERS
levothyroxine,metformin,levothyroxine + metformin,4,4,0,1,1.0,0.0,0.25,ocular hyperaemia|eye pain|dry eye|chest discomfort|atypical pneumonia,LOW,0,FDA FAERS
letairis,metoprolol,letairis + metoprolol,4,8,0,0,2.0,0.0,0.0,back pain|hypotension|fluid retention|dyspnoea|malaise,LOW,0,FDA FAERS
prednisone,tramadol,prednisone + tramadol,4,4,0,2,1.0,0.0,0.5,thrombocytopenia|petechiae|mycobacterium tuberculosis complex test positive|headache|chest discomfort,LOW,0,FDA FAERS
isosorbide,metoprolol,isosorbide + metoprolol,4,5,0,2,1.25,0.0,0.5,coronary arterial stent insertion|grand mal convulsion|vomiting|amnesia|atrioventricular block,LOW,0,FDA FAERS
atorvastatin,prednisone,atorvastatin + prednisone,4,4,0,3,1.0,0.0,0.75,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
humira,tramadol,humira + tramadol,4,4,0,3,1.0,0.0,0.75,thrombocytopenia|petechiae|mycobacterium tuberculosis complex test positive|headache|chest discomfort,LOW,0,FDA FAERS
ocella,yaz,ocella + yaz,4,4,1,3,1.0,0.25,0.75,pulmonary embolism|emotional distress|abdominal pain|general physical health deterioration|injury,LOW,0,FDA FAERS
prednisone,spiriva,prednisone + spiriva,4,6,0,1,1.5,0.0,0.25,bronchitis|chronic obstructive pulmonary disease|emphysema|dyspnoea|stress,LOW,0,FDA FAERS
nexium,prednisone,nexium + prednisone,4,6,0,1,1.5,0.0,0.25,syncope|fall|joint swelling|rheumatoid arthritis|painful respiration,LOW,0,FDA FAERS
crestor,lisinopril,crestor + lisinopril,4,4,0,1,1.0,0.0,0.25,cerebrovascular accident|weight increased|withdrawal syndrome|haemorrhage|drug interaction,LOW,0,FDA FAERS
allopurinol,plavix,allopurinol + plavix,4,4,0,2,1.0,0.0,0.5,weight increased|influenza|pneumonia|haemoglobin decreased|increased appetite,LOW,0,FDA FAERS
advair,prednisone,advair + prednisone,4,4,0,3,1.0,0.0,0.75,cough|wheezing|asthma|dyspnoea|pneumonia,LOW,0,FDA FAERS
lipitor,metformin,lipitor + metformin,4,5,0,2,1.25,0.0,0.5,convulsion|alcohol detoxification|loss of consciousness|alcohol withdrawal syndrome|renal failure acute,LOW,0,FDA FAERS
levothyroxine,spironolactone,levothyroxine + spironolactone,4,5,0,2,1.25,0.0,0.5,fatigue|wound infection|arthralgia|pain in extremity|gait disturbance,LOW,0,FDA FAERS
ambien,lisinopril,ambien + lisinopril,4,6,1,1,1.5,0.25,0.25,vomiting|haemoglobin decreased|grand mal convulsion|amnesia|nausea,LOW,0,FDA FAERS
dabigatran,lipitor,dabigatran + lipitor,4,4,0,4,1.0,0.0,1.0,drug interaction|gastrointestinal haemorrhage|melaena|iron deficiency anaemia|upper gastrointestinal haemorrhage,LOW,0,FDA FAERS
inexium,kardegic,inexium + kardegic,4,4,0,3,1.0,0.0,0.75,vertigo|rash morbilliform|pruritus|oedema peripheral|lip oedema,LOW,0,FDA FAERS
dronedarone,lisinopril,dronedarone + lisinopril,4,4,0,4,1.0,0.0,1.0,drug interaction|haemorrhage|gastrointestinal haemorrhage,LOW,0,FDA FAERS
dexamethasone,revlimid,dexamethasone + revlimid,4,4,3,3,1.0,0.75,0.75,neutropenia|plasma cell myeloma|pneumonia|diarrhoea|death,LOW,0,FDA FAERS
plavix,protonix,plavix + protonix,4,5,0,3,1.25,0.0,0.75,pancreatitis|off label use|hypoaesthesia|vision blurred|diarrhoea haemorrhagic,LOW,0,FDA FAERS
azathioprine,remicade,azathioprine + remicade,4,4,0,2,1.0,0.0,0.5,herpes zoster|hypersensitivity|lupus-like syndrome|therapeutic response decreased|serositis,LOW,0,FDA FAERS
lexapro,metoprolol,lexapro + metoprolol,4,7,0,1,1.75,0.0,0.25,somnolence|trismus|fatigue|flatulence|abdominal distension,LOW,0,FDA FAERS
prednisone,remicade,prednisone + remicade,4,4,0,1,1.0,0.0,0.25,syncope|fall|joint swelling|rheumatoid arthritis|painful respiration,LOW,0,FDA FAERS
aspirin,pantoprazole,aspirin + pantoprazole,4,5,0,2,1.25,0.0,0.5,constipation|influenza|pneumonia|increased appetite|incontinence,LOW,0,FDA FAERS
busulfan,cyclophosphamide,busulfan + cyclophosphamide,4,4,3,0,1.0,0.75,0.0,graft versus host disease|cytomegalovirus infection|cystitis haemorrhagic|adenovirus infection|pneumonia,LOW,0,FDA FAERS
dexamethasone,omeprazole,dexamethasone + omeprazole,4,4,1,1,1.0,0.25,0.25,breast cancer|drug interaction|overdose|dyspnoea|lung infection,LOW,0,FDA FAERS
fentanyl,gabapentin,fentanyl + gabapentin,4,6,0,1,1.5,0.0,0.25,drug ineffective|pulmonary arterial hypertension|mental status changes|dehydration|anaemia,LOW,0,FDA FAERS
atorvastatin,metformin,atorvastatin + metformin,4,4,1,2,1.0,0.25,0.5,mental status changes|thrombotic microangiopathy|renal impairment|hepatic failure|stem cell transplant,LOW,0,FDA FAERS
celebrex,jakafi,celebrex + jakafi,4,6,0,0,1.5,0.0,0.0,weight increased|constipation|haemoglobin decreased|increased appetite|incontinence,LOW,0,FDA FAERS
cytarabine,methotrexate,cytarabine + methotrexate,4,4,1,2,1.0,0.25,0.5,pneumonia|cytomegalovirus infection|cystitis haemorrhagic|acute graft versus host disease|anaphylactic shock,LOW,0,FDA FAERS
coumadin,lasix,coumadin + lasix,4,4,0,2,1.0,0.0,0.5,angioedema|metabolic acidosis|dyspnoea|drug ineffective|skin lesion,LOW,0,FDA FAERS
atorvastatin,lansoprazole,atorvastatin + lansoprazole,4,4,0,1,1.0,0.0,0.25,myalgia|haematuria|pyrexia|urinary tract infection|vomiting,LOW,0,FDA FAERS
dabigatran,lasix,dabigatran + lasix,4,4,0,4,1.0,0.0,1.0,drug interaction|gastrointestinal haemorrhage|iron deficiency anaemia|upper gastrointestinal haemorrhage|subdural haemorrhage,LOW,0,FDA FAERS
atenolol,plavix,atenolol + plavix,4,4,0,4,1.0,0.0,1.0,influenza|pneumonia|depression|disease progression|psychotic disorder,LOW,0,FDA FAERS
amlodipine,synthroid,amlodipine + synthroid,4,5,1,3,1.25,0.25,0.75,haemoglobin decreased|gastrointestinal haemorrhage|malaise|nausea|headache,LOW,0,FDA FAERS
omeprazole,tylenol,omeprazole + tylenol,4,6,1,2,1.5,0.25,0.5,nausea|vomiting|fatigue|pain|abdominal pain upper,LOW,0,FDA FAERS
methotrexate,prednisolone,methotrexate + prednisolone,4,4,2,1,1.0,0.5,0.25,pneumonia|cytomegalovirus infection|cystitis haemorrhagic|acute graft versus host disease|hypoaesthesia,LOW,0,FDA FAERS
ibuprofen,tylenol,ibuprofen + tylenol,4,6,0,1,1.5,0.0,0.25,pain|adverse event|influenza like illness|influenza|mental impairment,LOW,0,FDA FAERS
aldactone,lasix,aldactone + lasix,4,5,0,2,1.25,0.0,0.5,platelet count increased|abdominal discomfort|hypoaesthesia|paraesthesia|nausea,LOW,0,FDA FAERS
atenolol,levothyroxine,atenolol + levothyroxine,4,5,0,3,1.25,0.0,0.75,influenza|pneumonia|hypoaesthesia|anaemia|sepsis,LOW,0,FDA FAERS
levothyroxine,pantoprazole,levothyroxine + pantoprazole,4,5,0,2,1.25,0.0,0.5,constipation|influenza|pneumonia|dehydration|increased appetite,LOW,0,FDA FAERS
albuterol,protonix,albuterol + protonix,4,6,0,1,1.5,0.0,0.25,epistaxis|hypoaesthesia|vision blurred|gastrointestinal haemorrhage|iron deficiency anaemia,LOW,0,FDA FAERS
furosemide,xarelto,furosemide + xarelto,4,4,1,4,1.0,0.25,1.0,gastrointestinal haemorrhage|hypoglycaemic coma|insulinoma|subarachnoid haemorrhage|cerebral haematoma,LOW,0,FDA FAERS
albuterol,metformin,albuterol + metformin,4,6,0,2,1.5,0.0,0.5,epistaxis|mental status changes|hypoaesthesia|vision blurred|gastrointestinal haemorrhage,LOW,0,FDA FAERS
atorvastatin,clopidogrel,atorvastatin + clopidogrel,4,4,0,0,1.0,0.0,0.0,haematuria|pyrexia|myalgia|urinary tract infection|vomiting,LOW,0,FDA FAERS
jakafi,lasix,jakafi + lasix,4,6,0,0,1.5,0.0,0.0,haemoglobin decreased|weight increased|platelet count decreased|blood count abnormal|platelet count increased,LOW,0,FDA FAERS
atorvastatin,crestor,atorvastatin + crestor,4,4,0,0,1.0,0.0,0.0,cerebrovascular accident|weight increased|withdrawal syndrome|small fibre neuropathy,LOW,0,FDA FAERS
atorvastatin,jakafi,atorvastatin + jakafi,4,5,1,1,1.25,0.25,0.25,rash|dyspnoea|blood count abnormal|platelet count decreased|skin discolouration,LOW,0,FDA FAERS
metoprolol,multivitamin,metoprolol + multivitamin,4,8,0,0,2.0,0.0,0.0,fluid retention|feeling abnormal|abnormal dreams|nightmare|insomnia,LOW,0,FDA FAERS
atenolol,jakafi,atenolol + jakafi,4,6,1,1,1.5,0.25,0.25,fatigue|thrombotic microangiopathy|renal impairment|hepatic failure|mental status changes,LOW,0,FDA FAERS
copegus,victrelis,copegus + victrelis,4,4,0,1,1.0,0.0,0.25,drug interaction|pancytopenia|asthenia|rash pruritic|hepatitis c rna increased,LOW,0,FDA FAERS
aspirin,atenolol,aspirin + atenolol,4,4,1,3,1.0,0.25,0.75,influenza|pneumonia|thrombotic microangiopathy|renal impairment|hepatic failure,LOW,0,FDA FAERS
metoclopramide,ondansetron,metoclopramide + ondansetron,4,4,1,3,1.0,0.25,0.75,pyrexia|chest pain|nausea|cough|vomiting,LOW,0,FDA FAERS
dexamethasone,ondansetron,dexamethasone + ondansetron,4,4,1,3,1.0,0.25,0.75,nausea|vomiting|chest pain|cough|pyrexia,LOW,0,FDA FAERS
ibuprofen,tecfidera,ibuprofen + tecfidera,4,8,0,0,2.0,0.0,0.0,flushing|erythema|fatigue|influenza|mental impairment,LOW,0,FDA FAERS
lortab,prednisone,lortab + prednisone,4,5,1,2,1.25,0.25,0.5,pain|skin discolouration|rash|muscular weakness|fall,LOW,0,FDA FAERS
aspirin,tricor,aspirin + tricor,4,5,1,1,1.25,0.25,0.25,rash|headache|gallbladder disorder|oropharyngeal pain|sinusitis,LOW,0,FDA FAERS
lexapro,omeprazole,lexapro + omeprazole,4,6,0,2,1.5,0.0,0.5,abdominal distension|chest pain|abdominal pain|dyspnoea|pain,LOW,0,FDA FAERS
metformin,victoza,metformin + victoza,4,4,3,2,1.0,0.75,0.5,drug interaction|headache|pancreatic carcinoma stage iv|pancreatitis acute|pancreatic carcinoma,LOW,0,FDA FAERS
jakafi,spironolactone,jakafi + spironolactone,4,7,0,1,1.75,0.0,0.25,hospice care|splenomegaly|dyspnoea|insomnia|nausea,LOW,0,FDA FAERS
hydrocortisone,prednisone,hydrocortisone + prednisone,4,4,0,1,1.0,0.0,0.25,mental status changes|pneumonitis chemical|transitional cell carcinoma|nephrogenic systemic fibrosis,LOW,0,FDA FAERS
baclofen,omeprazole,baclofen + omeprazole,4,7,0,1,1.75,0.0,0.25,nausea|wound|urinary tract infection|dehydration|retching,LOW,0,FDA FAERS
depakote,metformin,depakote + metformin,4,8,0,0,2.0,0.0,0.0,gait disturbance|unevaluable event|medication residue present|balance disorder|weight increased,LOW,0,FDA FAERS
abilify,zoloft,abilify + zoloft,4,5,0,1,1.25,0.0,0.25,loss of consciousness|fall|gait disturbance|convulsion|influenza,LOW,0,FDA FAERS
epogen,omniscan,epogen + omniscan,4,4,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
prednisone,xanax,prednisone + xanax,4,5,1,2,1.25,0.25,0.5,atrial fibrillation|glaucoma|transfusion|non-hodgkin^s lymphoma|faecal incontinence,LOW,0,FDA FAERS
allopurinol,lisinopril,allopurinol + lisinopril,4,4,0,3,1.0,0.0,0.75,oedema peripheral|fluid retention|influenza|pneumonia|blood count abnormal,LOW,0,FDA FAERS
prednisone,singulair,prednisone + singulair,4,5,0,3,1.25,0.0,0.75,atrial fibrillation|glaucoma|transfusion|chronic obstructive pulmonary disease|dyspnoea,LOW,0,FDA FAERS
simvastatin,tylenol,simvastatin + tylenol,4,7,1,1,1.75,0.25,0.25,nausea|vomiting|fatigue|weight increased|abdominal pain upper,LOW,0,FDA FAERS
aspirin,zyrtec,aspirin + zyrtec,4,8,0,0,2.0,0.0,0.0,rash|diarrhoea|fatigue|furuncle|nausea,LOW,0,FDA FAERS
metoclopramide,omeprazole,metoclopramide + omeprazole,4,4,2,2,1.0,0.5,0.5,breast cancer|drug interaction|gastrointestinal obstruction|anaemia|general physical health deterioration,LOW,0,FDA FAERS
lantus,novorapid,lantus + novorapid,4,4,0,3,1.0,0.0,0.75,thrombocytopenia|petechiae|neuropathy peripheral|muscle spasms|myopathy,LOW,0,FDA FAERS
depakote,klonopin,depakote + klonopin,4,8,0,0,2.0,0.0,0.0,tremor|atrial fibrillation|diarrhoea|activities of daily living impaired|crying,LOW,0,FDA FAERS
lisinopril,synthroid,lisinopril + synthroid,4,5,2,2,1.25,0.5,0.5,cardiac arrest|blood urine present|unresponsive to stimuli|blood pressure decreased|haemoglobin decreased,LOW,0,FDA FAERS
dabigatran,metoprolol,dabigatran + metoprolol,4,4,0,4,1.0,0.0,1.0,gastrointestinal haemorrhage|drug interaction|diverticulum intestinal haemorrhagic|rectal haemorrhage|melaena,LOW,0,FDA FAERS
aspirin,xarelto,aspirin + xarelto,4,4,3,3,1.0,0.75,0.75,death|respiratory distress|anaemia|haematochezia|blindness,LOW,0,FDA FAERS
atorvastatin,lisinopril,atorvastatin + lisinopril,4,4,0,0,1.0,0.0,0.0,cerebrovascular accident|weight increased|withdrawal syndrome|blood count abnormal|platelet count decreased,LOW,0,FDA FAERS
depakote,keppra,depakote + keppra,4,7,0,0,1.75,0.0,0.0,tremor|atrial fibrillation|hair growth abnormal|skin disorder|alopecia,LOW,0,FDA FAERS
clonazepam,omeprazole,clonazepam + omeprazole,4,5,1,3,1.25,0.25,0.75,tuberculosis of central nervous system|overdose|dyspnoea|lung infection|chills,LOW,0,FDA FAERS
jakafi,sertraline,jakafi + sertraline,4,7,0,0,1.75,0.0,0.0,blood count abnormal|platelet count decreased|incontinence|urinary tract infection|hypertension,LOW,0,FDA FAERS
ibuprofen,yaz,ibuprofen + yaz,4,4,0,4,1.0,0.0,1.0,deep vein thrombosis|cerebral venous thrombosis|jugular vein thrombosis|pain in extremity|headache,LOW,0,FDA FAERS
januvia,victoza,januvia + victoza,4,4,3,1,1.0,0.75,0.25,pancreatic carcinoma|diabetic retinal oedema,LOW,0,FDA FAERS
jakafi,lorazepam,jakafi + lorazepam,4,6,0,1,1.5,0.0,0.25,haemoglobin decreased|blood count abnormal|adverse drug reaction|thrombocytopenia|transfusion,LOW,0,FDA FAERS
lorazepam,metoprolol,lorazepam + metoprolol,4,5,0,1,1.25,0.0,0.25,haemoglobin decreased|blood count abnormal|grand mal convulsion|vomiting|amnesia,LOW,0,FDA FAERS
atorvastatin,gabapentin,atorvastatin + gabapentin,4,4,0,2,1.0,0.0,0.5,mental status changes|vomiting|diplopia|gait disturbance|balance disorder,LOW,0,FDA FAERS
albuterol,zithromax,albuterol + zithromax,4,4,0,3,1.0,0.0,0.75,pulmonary embolism|forced expiratory volume decreased|nephrogenic systemic fibrosis|infective pulmonary exacerbation of cystic fibrosis,LOW,0,FDA FAERS
aspirin,sertraline,aspirin + sertraline,4,7,0,0,1.75,0.0,0.0,blood count abnormal|platelet count decreased|incontinence|urinary tract infection|hypertension,LOW,0,FDA FAERS
calcium,multivitamins,calcium + multivitamins,4,5,0,1,1.25,0.0,0.25,platelet count decreased|stem cell transplant|splenomegaly|contusion|platelet count abnormal,LOW,0,FDA FAERS
acyclovir,revlimid,acyclovir + revlimid,4,4,2,3,1.0,0.5,0.75,respiratory failure|mental status changes|cardio-respiratory arrest|death|septic shock,LOW,0,FDA FAERS
ambien,singulair,ambien + singulair,4,6,0,2,1.5,0.0,0.5,dry mouth|dry eye|atrial fibrillation|glaucoma|transfusion,LOW,0,FDA FAERS
lamictal,seroquel,lamictal + seroquel,4,5,0,3,1.25,0.0,0.75,pain|activities of daily living impaired|crying|drug ineffective|depression,LOW,0,FDA FAERS
ambien,prednisone,ambien + prednisone,4,5,0,3,1.25,0.0,0.75,pain|pneumonia|drug ineffective|atrial fibrillation|glaucoma,LOW,0,FDA FAERS
advair,omeprazole,advair + omeprazole,4,5,0,1,1.25,0.0,0.25,deafness|ageusia|anosmia|nephrolithiasis|nausea,LOW,0,FDA FAERS
plavix,synthroid,plavix + synthroid,4,5,1,3,1.25,0.25,0.75,cardiac arrest|depression|disease progression|psychotic disorder|muscular weakness,LOW,0,FDA FAERS
metoprolol,prednisone,metoprolol + prednisone,4,4,0,2,1.0,0.0,0.5,blood count abnormal|platelet count decreased|posterior reversible encephalopathy syndrome|grand mal convulsion|brain oedema,LOW,0,FDA FAERS
aspirin,spiriva,aspirin + spiriva,4,7,0,1,1.75,0.0,0.25,back pain|incontinence|urinary tract infection|gallbladder disorder|oropharyngeal pain,LOW,0,FDA FAERS
clonazepam,tecfidera,clonazepam + tecfidera,4,8,0,0,2.0,0.0,0.0,hyperhidrosis|pain|insomnia|flushing|muscular weakness,LOW,0,FDA FAERS
diazepam,metoclopramide,diazepam + metoclopramide,4,4,1,1,1.0,0.25,0.25,breast cancer|drug interaction|agranulocytosis|leukopenia|neutropenia,LOW,0,FDA FAERS
amlodipine,simvastatin,amlodipine + simvastatin,4,4,1,1,1.0,0.25,0.25,cough|sleep disorder|muscular weakness|hypoaesthesia|paraesthesia,LOW,0,FDA FAERS
aspirin,tecfidera,aspirin + tecfidera,4,8,0,0,2.0,0.0,0.0,insomnia|headache|hyperhidrosis|pain|flushing,LOW,0,FDA FAERS
